Category,Item,Serving Size,Calories,Fat,Carbs,Protein
"Breads, cereals, fastfood,grains",Spaghetti with meat sauce,250,285,10,35,13
"Breads, cereals, fastfood,grains",with tomatoes and cheese,250,210,5,36,6
"Breads, cereals, fastfood,grains",Spanish rice,250,217,4,40,4
"Breads, cereals, fastfood,grains",Shredded wheat biscuit,28,100,1,23,3
"Breads, cereals, fastfood,grains",Waffles,75,240,9,30,8
"Breads, cereals, fastfood,grains",Wheat germ,68,245,7,34,17
"Breads, cereals, fastfood,grains",Wheat-germ cereal toasted,65,260,7,36,20
"Breads, cereals, fastfood,grains",Wheat meal cereal unrefined,30,103,1,25,4
"Breads, cereals, fastfood,grains","Wheat, cooked",200,275,1,35,12
Soups,Bean soups,250,190,5,30,8
Soups,Beef soup,250,100,4,11,6
Soups,Bouillon,240,24,0,0,5
Soups,chicken soup,250,75,2,10,4
Soups,Clam chowder,255,85,2,12,5
Soups,Cream soups,255,200,12,18,7
Soups,Noodle,250,115,4,13,6
Soups,Split-pea soup,250,147,3,25,8
Soups,Tomato soup,245,175,7,22,6
Soups,Vegetable,250,80,2,14,4
"Desserts, sweets",Apple betty,100,150,4,29,1
"Desserts, sweets",Bread pudding,200,374,12,56,11
"Desserts, sweets",Cakes,40,110,t,23,3
"Desserts, sweets",Chocolate fudge,120,420,14,70,5
"Desserts, sweets",Cupcake,50,160,3,31,3
"Desserts, sweets",Fruit cake,30,105,4,17,2
"Desserts, sweets",Gingerbread,55,180,7,28,2
"Desserts, sweets","Plain, with no icing",55,180,5,31,4
"Desserts, sweets",Sponge cake,40,115,2,22,3
"Desserts, sweets",Candy,25,104,3,19,t
"Desserts, sweets",Chocolate creams,30,130,4,24,t
"Desserts, sweets",Fudge,90,370,12,80,t
"Desserts, sweets",Hard candies,28,90,0,28,t
"Desserts, sweets",Marshmallows,30,98,0,23,1
"Desserts, sweets",Milk chocolate,56,290,6,44,2
"Desserts, sweets",Chocolate syrup,40,80,t,22,t
"Desserts, sweets",Doughnuts,33,135,7,17,2
"Desserts, sweets","Gelatin, made with water",239,155,t,36,4
"Jams, Jellies",Honey,42,120,0,30,t
"Desserts, sweets",Ice cream,300,250,0,0,0
"Desserts, sweets",Ices,150,117,0,48,0
"Jams, Jellies",preserves,20,55,0,14,0
"Jams, Jellies",Jellies,20,50,0,13,0
"Jams, Jellies",Molasses,20,45,0,11,0
"Jams, Jellies",Cane Syrup,20,50,0,13,0
"Desserts, sweets","9"" diam. pie",135,330,13,53,3
"Desserts, sweets",Cherry Pie,135,340,13,55,3
"Desserts, sweets",Custard,130,265,11,34,7
"Desserts, sweets",Lemon meringue,120,300,12,45,4
"Desserts, sweets",Mince,135,340,9,62,3
"Desserts, sweets",Pumpkin Pie,130,265,12,34,5
"Desserts, sweets",Puddings Sugar,200,770,0,199,0
"Desserts, sweets",3 teaspoons sugar,12,50,0,12,0
"Jams, Jellies","Brown, firm-packed, dark sugar",220,815,t,210,0
"Jams, Jellies",Syrup,40,100,0,25,0
"Jams, Jellies",table blends sugar,40,110,0,29,0
"Desserts, sweets",Tapioca cream pudding,250,335,10,42,10
Seeds and Nuts,Almonds,70,425,38,13,13
Seeds and Nuts,roasted and salted,70,439,40,13,13
Seeds and Nuts,Brazil nuts,70,457,47,7,10
Seeds and Nuts,Cashews,70,392,32,20,12
Seeds and Nuts,coconut sweetened,50,274,20,26,1
Seeds and Nuts,Peanut butter,50,300,25,9,12
Seeds and Nuts,"Peanut butter, natural",50,284,24,8,13
Seeds and Nuts,Peanuts,50,290,25,9,13
Seeds and Nuts,Pecans,52,343,35,7,5
Seeds and Nuts,Sesame seeds,50,280,24,10,9
Seeds and Nuts,Sunflower seeds,50,280,26,10,12
Seeds and Nuts,Walnuts,50,325,32,8,7
"Drinks,Alcohol, Beverages",Beer,480,228,0,8,t
"Drinks,Alcohol, Beverages",Gin,28,70,0,t,0
"Drinks,Alcohol, Beverages",Wines,120,164,0,9,t
"Drinks,Alcohol, Beverages",Table (12.2% alcohol),120,100,0,5,t
"Drinks,Alcohol, Beverages",Carbonated drinks Artificially sweetened,346,0,0,0,0
"Drinks,Alcohol, Beverages",Club soda,346,0,0,0,0
"Drinks,Alcohol, Beverages",Cola drinks,346,137,0,38,0
"Drinks,Alcohol, Beverages",Fruit-flavored soda,346,161,0,42,0
"Drinks,Alcohol, Beverages",Ginger ale,346,105,0,28,0
"Drinks,Alcohol, Beverages",Root beer,346,140,0,35,0
"Drinks,Alcohol, Beverages",Coffee,230,3,0,1,t
"Drinks,Alcohol, Beverages",Tea,230,4,t,1,0
